#PLT-Keyword;PlannedTransportID;PlannedTransportCode;PathSegmentCode;Departure;Arrival;Capacity;TotalPrice;Unnamed: 8;CapacityAbsDiff001;CapacityAbsDiff002;CapacityAbsDiff003;CapacityAbsDiff004;CapacityAbsDiff005;CapacityAbsDiff006;CapacityAbsDiff007;CapacityAbsDiff008;CapacityAbsDiff009;CapacityAbsDiff010;MeanNormalized;StdRelative;StdAbsolute;AdjustedCapacity
PLT;11;transport0011;GER01PLANTGER02TERM-TRUCK-01;16/06/2025-00:00:00;18/06/2025-00:00:00;23.0;2070.0;;0.9130434782608695;0.9565217391304348;1.0;0.9565217391304348;;1.173913043478261;1.0;0.9565217391304348;1.3043478260869565;1.173913043478261;1.2391081663280752;0.48041452863877254;11.049534158691769;17.449953666853958
PLT;12;transport0012;GER01PLANTGER02TERM-TRUCK-01;17/06/2025-00:00:00;19/06/2025-00:00:00;18.0;1620.0;;;0.8888888888888888;1.3888888888888888;1.1666666666666667;;1.1666666666666667;1.2777777777777777;1.0;1.0555555555555556;1.2222222222222223;1.2391081663280752;0.48041452863877254;8.647461515497906;13.656485478407447
PLT;13;transport0013;GER01PLANTGER02TERM-TRUCK-01;18/06/2025-00:00:00;20/06/2025-00:00:00;9.0;810.0;;1.6666666666666667;1.0;1.1111111111111112;1.0;1.4444444444444444;1.0;1.0;0.8888888888888888;1.2222222222222223;0.8888888888888888;1.2391081663280752;0.48041452863877254;4.323730757748953;6.8282427392037235
PLT;14;transport0014;GER01PLANTGER02TERM-TRUCK-01;19/06/2025-00:00:00;21/06/2025-00:00:00;9.0;810.0;;1.5555555555555556;1.3333333333333333;1.2222222222222223;1.5555555555555556;1.0;1.0;1.2222222222222223;1.3333333333333333;1.2222222222222223;1.2222222222222223;1.2391081663280752;0.48041452863877254;4.323730757748953;6.8282427392037235
PLT;15;transport0015;GER01PLANTGER02TERM-TRUCK-01;20/06/2025-00:00:00;22/06/2025-00:00:00;18.0;1620.0;;1.2222222222222223;1.3333333333333333;1.1666666666666667;1.1111111111111112;1.2777777777777777;1.0555555555555556;0.9444444444444444;1.1666666666666667;1.0555555555555556;1.0555555555555556;1.2391081663280752;0.48041452863877254;8.647461515497906;13.656485478407447
PLT;16;transport0016;GER01PLANTGER02TERM-TRUCK-01;23/06/2025-00:00:00;25/06/2025-00:00:00;23.0;2070.0;;1.173913043478261;;;0.9565217391304348;1.1304347826086956;0.9130434782608695;1.0434782608695652;1.0;1.1304347826086956;1.0;1.2391081663280752;0.48041452863877254;11.049534158691769;17.449953666853958
PLT;17;transport0017;GER01PLANTGER02TERM-TRUCK-01;24/06/2025-00:00:00;26/06/2025-00:00:00;18.0;1620.0;;1.2777777777777777;1.3888888888888888;1.1111111111111112;1.0;1.3333333333333333;1.2222222222222223;1.1111111111111112;;1.0;0.9444444444444444;1.2391081663280752;0.48041452863877254;8.647461515497906;13.656485478407447
PLT;18;transport0018;GER01PLANTGER02TERM-TRUCK-01;25/06/2025-00:00:00;27/06/2025-00:00:00;9.0;810.0;;1.1111111111111112;0.8888888888888888;1.5555555555555556;0.7777777777777778;1.0;1.2222222222222223;1.1111111111111112;1.1111111111111112;;1.5555555555555556;1.2391081663280752;0.48041452863877254;4.323730757748953;6.8282427392037235
PLT;19;transport0019;GER01PLANTGER02TERM-TRUCK-01;26/06/2025-00:00:00;28/06/2025-00:00:00;9.0;810.0;;1.2222222222222223;1.3333333333333333;1.0;1.3333333333333333;;0.8888888888888888;1.0;1.1111111111111112;1.2222222222222223;0.8888888888888888;1.2391081663280752;0.48041452863877254;4.323730757748953;6.8282427392037235
PLT;20;transport0020;GER01PLANTGER02TERM-TRUCK-01;27/06/2025-00:00:00;29/06/2025-00:00:00;18.0;1620.0;;0.9444444444444444;1.3888888888888888;1.2222222222222223;1.1111111111111112;1.0;1.4444444444444444;1.2222222222222223;1.3888888888888888;1.2777777777777777;1.0555555555555556;1.2391081663280752;0.48041452863877254;8.647461515497906;13.656485478407447
PLT;21;transport0021;GER01PLANTGER02TERM-TRUCK-01;30/06/2025-00:00:00;02/07/2025-00:00:00;23.0;2070.0;;0.9130434782608695;1.0869565217391304;1.3043478260869565;1.173913043478261;1.2173913043478262;1.0434782608695652;1.0434782608695652;1.173913043478261;1.2173913043478262;1.0869565217391304;1.2391081663280752;0.48041452863877254;11.049534158691769;17.449953666853958
PLT;22;transport0022;GER01PLANTGER02TERM-TRUCK-01;01/07/2025-00:00:00;03/07/2025-00:00:00;18.0;1620.0;;1.1666666666666667;1.0555555555555556;;1.1111111111111112;1.1666666666666667;1.1666666666666667;1.1666666666666667;1.3888888888888888;1.1666666666666667;1.1111111111111112;1.2391081663280752;0.48041452863877254;8.647461515497906;13.656485478407447
PLT;23;transport0023;GER01PLANTGER02TERM-TRUCK-01;02/07/2025-00:00:00;04/07/2025-00:00:00;9.0;810.0;;1.3333333333333333;1.2222222222222223;1.2222222222222223;1.2222222222222223;1.5555555555555556;1.2222222222222223;1.2222222222222223;1.1111111111111112;1.0;0.8888888888888888;1.2391081663280752;0.48041452863877254;4.323730757748953;6.8282427392037235
PLT;24;transport0024;GER01PLANTGER02TERM-TRUCK-01;03/07/2025-00:00:00;05/07/2025-00:00:00;9.0;810.0;;0.8888888888888888;0.7777777777777778;1.2222222222222223;1.3333333333333333;1.3333333333333333;1.3333333333333333;1.2222222222222223;0.8888888888888888;1.0;1.3333333333333333;1.2391081663280752;0.48041452863877254;4.323730757748953;6.8282427392037235
PLT;25;transport0025;GER01PLANTGER02TERM-TRUCK-01;04/07/2025-00:00:00;06/07/2025-00:00:00;18.0;1620.0;;1.2222222222222223;1.1666666666666667;1.2222222222222223;0.9444444444444444;1.1111111111111112;0.8888888888888888;0.8888888888888888;0.9444444444444444;0.9444444444444444;1.1111111111111112;1.2391081663280752;0.48041452863877254;8.647461515497906;13.656485478407447
PLT;26;transport0026;GER01PLANTGER02TERM-TRUCK-01;07/07/2025-00:00:00;09/07/2025-00:00:00;23.0;2070.0;;1.0434782608695652;0.9130434782608695;1.1304347826086956;1.0434782608695652;0.9565217391304348;1.0869565217391304;1.0869565217391304;1.0;1.0434782608695652;1.0434782608695652;1.2391081663280752;0.48041452863877254;11.049534158691769;17.449953666853958
PLT;27;transport0027;GER01PLANTGER02TERM-TRUCK-01;08/07/2025-00:00:00;10/07/2025-00:00:00;18.0;1620.0;;1.0555555555555556;1.3333333333333333;1.1111111111111112;0.8888888888888888;0.9444444444444444;1.0555555555555556;;1.0;1.1111111111111112;0.8888888888888888;1.2391081663280752;0.48041452863877254;8.647461515497906;13.656485478407447
PLT;28;transport0028;GER01PLANTGER02TERM-TRUCK-01;09/07/2025-00:00:00;11/07/2025-00:00:00;9.0;810.0;;1.0;1.2222222222222223;1.1111111111111112;;1.1111111111111112;1.3333333333333333;0.8888888888888888;1.4444444444444444;1.5555555555555556;;1.2391081663280752;0.48041452863877254;4.323730757748953;6.8282427392037235
PLT;29;transport0029;GER01PLANTGER02TERM-TRUCK-01;10/07/2025-00:00:00;12/07/2025-00:00:00;9.0;810.0;;1.1111111111111112;1.3333333333333333;1.2222222222222223;1.2222222222222223;1.1111111111111112;1.3333333333333333;1.1111111111111112;1.4444444444444444;1.0;1.3333333333333333;1.2391081663280752;0.48041452863877254;4.323730757748953;6.8282427392037235
PLT;30;transport0030;GER01PLANTGER02TERM-TRUCK-01;11/07/2025-00:00:00;13/07/2025-00:00:00;18.0;1620.0;;0.8888888888888888;0.8888888888888888;0.9444444444444444;1.3333333333333333;1.3333333333333333;1.0;1.3888888888888888;0.8888888888888888;0.9444444444444444;1.3333333333333333;1.2391081663280752;0.48041452863877254;8.647461515497906;13.656485478407447
PLT;31;transport0031;GER01PLANTGER02TERM-TRUCK-01;14/07/2025-00:00:00;16/07/2025-00:00:00;23.0;2070.0;;1.2608695652173914;1.0869565217391304;1.0434782608695652;1.1304347826086956;1.0434782608695652;1.0;1.2173913043478262;0.9565217391304348;;1.173913043478261;1.2391081663280752;0.48041452863877254;11.049534158691769;17.449953666853958
PLT;32;transport0032;GER01PLANTGER02TERM-TRUCK-01;15/07/2025-00:00:00;17/07/2025-00:00:00;18.0;1620.0;;1.0555555555555556;1.1666666666666667;0.9444444444444444;1.3333333333333333;1.0;;1.2777777777777777;;1.2222222222222223;1.1666666666666667;1.2391081663280752;0.48041452863877254;8.647461515497906;13.656485478407447
PLT;33;transport0033;GER01PLANTGER02TERM-TRUCK-01;16/07/2025-00:00:00;18/07/2025-00:00:00;9.0;810.0;;0.8888888888888888;;;1.3333333333333333;0.8888888888888888;1.4444444444444444;1.1111111111111112;1.5555555555555556;1.2222222222222223;1.3333333333333333;1.2391081663280752;0.48041452863877254;4.323730757748953;6.8282427392037235
PLT;34;transport0034;GER01PLANTGER02TERM-TRUCK-01;17/07/2025-00:00:00;19/07/2025-00:00:00;9.0;810.0;;1.2222222222222223;1.2222222222222223;1.3333333333333333;1.1111111111111112;1.2222222222222223;1.3333333333333333;1.0;1.5555555555555556;1.0;1.0;1.2391081663280752;0.48041452863877254;4.323730757748953;6.8282427392037235
PLT;35;transport0035;GER01PLANTGER02TERM-TRUCK-01;18/07/2025-00:00:00;20/07/2025-00:00:00;18.0;1620.0;;1.1666666666666667;1.1666666666666667;1.2222222222222223;1.0555555555555556;0.9444444444444444;1.2222222222222223;0.9444444444444444;1.3333333333333333;1.2222222222222223;1.1111111111111112;1.2391081663280752;0.48041452863877254;8.647461515497906;13.656485478407447
PLT;36;transport0036;GER01PLANTGER02TERM-TRUCK-01;21/07/2025-00:00:00;23/07/2025-00:00:00;23.0;2070.0;;1.0869565217391304;1.3043478260869565;1.173913043478261;0.8695652173913043;1.3043478260869565;1.3043478260869565;0.9130434782608695;1.2173913043478262;1.3478260869565217;;1.2391081663280752;0.48041452863877254;11.049534158691769;17.449953666853958
PLT;37;transport0037;GER01PLANTGER02TERM-TRUCK-01;22/07/2025-00:00:00;24/07/2025-00:00:00;18.0;1620.0;;1.0;1.0555555555555556;1.1111111111111112;1.0555555555555556;0.9444444444444444;1.2222222222222223;1.2777777777777777;1.1111111111111112;1.0555555555555556;;1.2391081663280752;0.48041452863877254;8.647461515497906;13.656485478407447
PLT;38;transport0038;GER01PLANTGER02TERM-TRUCK-01;23/07/2025-00:00:00;25/07/2025-00:00:00;9.0;810.0;;1.0;1.3333333333333333;1.2222222222222223;1.5555555555555556;1.2222222222222223;1.1111111111111112;1.0;0.7777777777777778;1.0;1.4444444444444444;1.2391081663280752;0.48041452863877254;4.323730757748953;6.8282427392037235
PLT;39;transport0039;GER01PLANTGER02TERM-TRUCK-01;24/07/2025-00:00:00;26/07/2025-00:00:00;9.0;810.0;;0.7777777777777778;0.8888888888888888;1.0;1.2222222222222223;0.8888888888888888;0.8888888888888888;1.3333333333333333;1.3333333333333333;1.2222222222222223;1.4444444444444444;1.2391081663280752;0.48041452863877254;4.323730757748953;6.8282427392037235
PLT;40;transport0040;GER01PLANTGER02TERM-TRUCK-01;25/07/2025-00:00:00;27/07/2025-00:00:00;18.0;1620.0;;1.1666666666666667;0.9444444444444444;1.1111111111111112;1.0555555555555556;1.0555555555555556;1.1666666666666667;1.0;1.0555555555555556;0.8888888888888888;1.2777777777777777;1.2391081663280752;0.48041452863877254;8.647461515497906;13.656485478407447
PLT;41;transport0041;GER01PLANTGER02TERM-TRUCK-01;28/07/2025-00:00:00;30/07/2025-00:00:00;23.0;2070.0;;;0.9130434782608695;1.0869565217391304;1.0434782608695652;1.0;1.0;1.0869565217391304;1.0;0.8695652173913043;1.3478260869565217;1.2391081663280752;0.48041452863877254;11.049534158691769;17.449953666853958
PLT;42;transport0042;GER01PLANTGER02TERM-TRUCK-01;29/07/2025-00:00:00;31/07/2025-00:00:00;18.0;1620.0;;1.1111111111111112;1.1111111111111112;1.0;1.1111111111111112;1.3888888888888888;1.1111111111111112;0.9444444444444444;1.3333333333333333;1.1111111111111112;1.3888888888888888;1.2391081663280752;0.48041452863877254;8.647461515497906;13.656485478407447
PLT;43;transport0043;GER01PLANTGER02TERM-TRUCK-01;30/07/2025-00:00:00;01/08/2025-00:00:00;9.0;810.0;;1.4444444444444444;1.2222222222222223;0.7777777777777778;1.0;0.8888888888888888;1.4444444444444444;1.1111111111111112;1.0;1.1111111111111112;1.0;1.2391081663280752;0.48041452863877254;4.323730757748953;6.8282427392037235
PLT;44;transport0044;GER01PLANTGER02TERM-TRUCK-01;31/07/2025-00:00:00;02/08/2025-00:00:00;9.0;810.0;;1.0;1.3333333333333333;1.1111111111111112;1.0;1.0;0.8888888888888888;0.8888888888888888;0.7777777777777778;1.5555555555555556;0.8888888888888888;1.2391081663280752;0.48041452863877254;4.323730757748953;6.8282427392037235
PLT;45;transport0045;GER01PLANTGER02TERM-TRUCK-01;01/08/2025-00:00:00;03/08/2025-00:00:00;18.0;1620.0;;1.3333333333333333;1.3888888888888888;1.3333333333333333;1.1111111111111112;0.9444444444444444;1.1666666666666667;1.2222222222222223;1.1111111111111112;1.1111111111111112;1.1666666666666667;1.2391081663280752;0.48041452863877254;8.647461515497906;13.656485478407447
PLT;46;transport0046;GER01PLANTGER02TERM-TRUCK-01;04/08/2025-00:00:00;06/08/2025-00:00:00;23.0;2070.0;;;1.0;0.9565217391304348;0.9565217391304348;;0.9565217391304348;1.0869565217391304;1.0434782608695652;1.0;;1.2391081663280752;0.48041452863877254;11.049534158691769;17.449953666853958
PLT;47;transport0047;GER01PLANTGER02TERM-TRUCK-01;05/08/2025-00:00:00;07/08/2025-00:00:00;18.0;1620.0;;1.3888888888888888;0.9444444444444444;1.1666666666666667;1.1666666666666667;1.1111111111111112;1.1666666666666667;1.3333333333333333;1.0555555555555556;1.1111111111111112;1.2222222222222223;1.2391081663280752;0.48041452863877254;8.647461515497906;13.656485478407447
PLT;48;transport0048;GER01PLANTGER02TERM-TRUCK-01;06/08/2025-00:00:00;08/08/2025-00:00:00;9.0;810.0;;1.2222222222222223;1.3333333333333333;1.1111111111111112;1.3333333333333333;0.8888888888888888;0.7777777777777778;0.8888888888888888;1.1111111111111112;1.2222222222222223;1.4444444444444444;1.2391081663280752;0.48041452863877254;4.323730757748953;6.8282427392037235
PLT;49;transport0049;GER01PLANTGER02TERM-TRUCK-01;07/08/2025-00:00:00;09/08/2025-00:00:00;9.0;810.0;;1.2222222222222223;0.8888888888888888;0.7777777777777778;1.3333333333333333;1.5555555555555556;1.5555555555555556;0.7777777777777778;1.3333333333333333;1.1111111111111112;1.5555555555555556;1.2391081663280752;0.48041452863877254;4.323730757748953;6.8282427392037235
PLT;50;transport0050;GER01PLANTGER02TERM-TRUCK-01;08/08/2025-00:00:00;10/08/2025-00:00:00;18.0;1620.0;;1.3888888888888888;1.1111111111111112;1.0555555555555556;1.1111111111111112;1.2222222222222223;1.1111111111111112;1.0;1.0555555555555556;1.0555555555555556;1.1111111111111112;1.2391081663280752;0.48041452863877254;8.647461515497906;13.656485478407447
PLT;51;transport0051;GER01PLANTGER02TERM-TRUCK-01;11/08/2025-00:00:00;13/08/2025-00:00:00;23.0;2070.0;;1.2608695652173914;1.0869565217391304;1.1304347826086956;1.0434782608695652;1.0869565217391304;0.9565217391304348;1.0;1.0434782608695652;0.9130434782608695;1.3043478260869565;1.2391081663280752;0.48041452863877254;11.049534158691769;17.449953666853958
PLT;52;transport0052;GER01PLANTGER02TERM-TRUCK-01;12/08/2025-00:00:00;14/08/2025-00:00:00;18.0;1620.0;;1.1111111111111112;0.9444444444444444;0.9444444444444444;1.1111111111111112;1.1111111111111112;0.9444444444444444;1.3333333333333333;1.0555555555555556;1.4444444444444444;1.0;1.2391081663280752;0.48041452863877254;8.647461515497906;13.656485478407447
PLT;53;transport0053;GER01PLANTGER02TERM-TRUCK-01;13/08/2025-00:00:00;15/08/2025-00:00:00;9.0;810.0;;1.3333333333333333;1.0;1.0;0.7777777777777778;1.2222222222222223;1.5555555555555556;1.1111111111111112;1.0;1.3333333333333333;;1.2391081663280752;0.48041452863877254;4.323730757748953;6.8282427392037235
PLT;54;transport0054;GER01PLANTGER02TERM-TRUCK-01;14/08/2025-00:00:00;16/08/2025-00:00:00;9.0;810.0;;0.8888888888888888;1.5555555555555556;1.4444444444444444;1.2222222222222223;0.7777777777777778;0.7777777777777778;1.1111111111111112;1.2222222222222223;0.7777777777777778;;1.2391081663280752;0.48041452863877254;4.323730757748953;6.8282427392037235
PLT;55;transport0055;GER01PLANTGER02TERM-TRUCK-01;15/08/2025-00:00:00;17/08/2025-00:00:00;18.0;1620.0;;0.8888888888888888;0.9444444444444444;1.1111111111111112;1.1666666666666667;1.1111111111111112;1.3888888888888888;0.9444444444444444;1.0;0.9444444444444444;1.1111111111111112;1.2391081663280752;0.48041452863877254;8.647461515497906;13.656485478407447
PLT;56;transport0056;GER01PLANTGER02TERM-TRUCK-01;18/08/2025-00:00:00;20/08/2025-00:00:00;23.0;2070.0;;1.0;0.9565217391304348;;1.0434782608695652;;1.0;1.0;1.0869565217391304;1.0434782608695652;;1.2391081663280752;0.48041452863877254;11.049534158691769;17.449953666853958
PLT;57;transport0057;GER01PLANTGER02TERM-TRUCK-01;19/08/2025-00:00:00;21/08/2025-00:00:00;18.0;1620.0;;1.3333333333333333;;1.2777777777777777;0.9444444444444444;;1.0555555555555556;1.1111111111111112;1.0;1.1111111111111112;1.1666666666666667;1.2391081663280752;0.48041452863877254;8.647461515497906;13.656485478407447
PLT;58;transport0058;GER01PLANTGER02TERM-TRUCK-01;20/08/2025-00:00:00;22/08/2025-00:00:00;9.0;810.0;;;1.2222222222222223;1.3333333333333333;1.2222222222222223;1.5555555555555556;1.0;1.3333333333333333;1.1111111111111112;1.5555555555555556;1.5555555555555556;1.2391081663280752;0.48041452863877254;4.323730757748953;6.8282427392037235
PLT;59;transport0059;GER01PLANTGER02TERM-TRUCK-01;21/08/2025-00:00:00;23/08/2025-00:00:00;9.0;810.0;;1.5555555555555556;1.5555555555555556;1.2222222222222223;1.3333333333333333;1.0;1.2222222222222223;1.2222222222222223;0.7777777777777778;1.0;1.2222222222222223;1.2391081663280752;0.48041452863877254;4.323730757748953;6.8282427392037235
PLT;60;transport0060;GER01PLANTGER02TERM-TRUCK-01;22/08/2025-00:00:00;24/08/2025-00:00:00;18.0;1620.0;;1.1111111111111112;1.1666666666666667;1.3888888888888888;1.0;1.2777777777777777;0.8888888888888888;1.0555555555555556;1.3888888888888888;1.0;1.3333333333333333;1.2391081663280752;0.48041452863877254;8.647461515497906;13.656485478407447
PLT;61;transport0061;GER01PLANTGER02TERM-TRUCK-01;25/08/2025-00:00:00;27/08/2025-00:00:00;23.0;2070.0;;0.9130434782608695;;;1.2173913043478262;1.173913043478261;1.0869565217391304;;1.0434782608695652;1.0869565217391304;1.2173913043478262;1.2391081663280752;0.48041452863877254;11.049534158691769;17.449953666853958
PLT;62;transport0062;GER01PLANTGER02TERM-TRUCK-01;26/08/2025-00:00:00;28/08/2025-00:00:00;18.0;1620.0;;1.2222222222222223;1.1111111111111112;1.3888888888888888;0.8888888888888888;1.1666666666666667;1.3888888888888888;1.3333333333333333;;1.1666666666666667;1.0555555555555556;1.2391081663280752;0.48041452863877254;8.647461515497906;13.656485478407447
PLT;63;transport0063;GER01PLANTGER02TERM-TRUCK-01;27/08/2025-00:00:00;29/08/2025-00:00:00;9.0;810.0;;1.0;1.5555555555555556;1.0;0.8888888888888888;1.3333333333333333;1.3333333333333333;0.8888888888888888;1.4444444444444444;1.0;1.2222222222222223;1.2391081663280752;0.48041452863877254;4.323730757748953;6.8282427392037235
PLT;64;transport0064;GER01PLANTGER02TERM-TRUCK-01;28/08/2025-00:00:00;30/08/2025-00:00:00;9.0;810.0;;0.8888888888888888;1.3333333333333333;1.1111111111111112;1.1111111111111112;1.3333333333333333;1.3333333333333333;1.5555555555555556;1.1111111111111112;1.2222222222222223;1.2222222222222223;1.2391081663280752;0.48041452863877254;4.323730757748953;6.8282427392037235
PLT;65;transport0065;GER01PLANTGER02TERM-TRUCK-01;29/08/2025-00:00:00;31/08/2025-00:00:00;18.0;1620.0;;1.3888888888888888;1.1666666666666667;1.0555555555555556;1.1111111111111112;1.0555555555555556;1.1666666666666667;1.3888888888888888;1.1666666666666667;1.1666666666666667;0.8888888888888888;1.2391081663280752;0.48041452863877254;8.647461515497906;13.656485478407447
PLT;66;transport0066;GER01PLANTGER02TERM-TRAIN-01;03/06/2025-00:00:00;06/06/2025-00:00:00;14.0;0.0;;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;;1.2391081663280752;0.48041452863877254;6.725803400942816;10.621710927650238
PLT;67;transport0067;GER01PLANTGER02TERM-TRAIN-01;05/06/2025-00:00:00;08/06/2025-00:00:00;14.0;0.0;;;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;;1.0714285714285714;1.0714285714285714;;1.0714285714285714;1.2391081663280752;0.48041452863877254;6.725803400942816;10.621710927650238
PLT;68;transport0068;GER01PLANTGER02TERM-TRAIN-01;10/06/2025-00:00:00;13/06/2025-00:00:00;14.0;0.0;;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;;;1.2391081663280752;0.48041452863877254;6.725803400942816;10.621710927650238
PLT;69;transport0069;GER01PLANTGER02TERM-TRAIN-01;12/06/2025-00:00:00;15/06/2025-00:00:00;14.0;0.0;;1.0714285714285714;1.0714285714285714;1.0714285714285714;;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.2391081663280752;0.48041452863877254;6.725803400942816;10.621710927650238
PLT;70;transport0070;GER01PLANTGER02TERM-TRAIN-01;17/06/2025-00:00:00;20/06/2025-00:00:00;14.0;0.0;;;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;;1.2391081663280752;0.48041452863877254;6.725803400942816;10.621710927650238
PLT;71;transport0071;GER01PLANTGER02TERM-TRAIN-01;19/06/2025-00:00:00;22/06/2025-00:00:00;14.0;0.0;;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.2391081663280752;0.48041452863877254;6.725803400942816;10.621710927650238
PLT;72;transport0072;GER01PLANTGER02TERM-TRAIN-01;24/06/2025-00:00:00;27/06/2025-00:00:00;14.0;0.0;;;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.2391081663280752;0.48041452863877254;6.725803400942816;10.621710927650238
PLT;73;transport0073;GER01PLANTGER02TERM-TRAIN-01;26/06/2025-00:00:00;29/06/2025-00:00:00;14.0;0.0;;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.2391081663280752;0.48041452863877254;6.725803400942816;10.621710927650238
PLT;74;transport0074;GER01PLANTGER02TERM-TRAIN-01;01/07/2025-00:00:00;04/07/2025-00:00:00;14.0;0.0;;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.0714285714285714;1.2391081663280752;0.48041452863877254;6.725803400942816;10.621710927650238
