#PLT-Keyword;PlannedTransportID;PlannedTransportCode;PathSegmentCode;Departure;Arrival;Capacity;TotalPrice;Unnamed: 8;CapacityRelDiff001;CapacityRelDiff002;CapacityRelDiff003;CapacityRelDiff004;CapacityRelDiff005;CapacityRelDiff006;CapacityRelDiff007;CapacityRelDiff008;CapacityRelDiff009;CapacityRelDiff010;MeanRelDiff;StdRelDiff;AdjustedCapacity
PLT;38;transport0038;GER01PLANTBEL01TERM-TRUCK-01;23/07/2025-00:00:00;25/07/2025-00:00:00;8.0;0.0;;1.375;1.25;0.875;1.375;1.0;1.25;0.875;0.75;0.875;1.125;1.075;0.22973414586817037;6.762126833054637
PLT;39;transport0039;GER01PLANTBEL01TERM-TRUCK-01;24/07/2025-00:00:00;26/07/2025-00:00:00;8.0;0.0;;1.25;0.875;0.75;1.25;1.375;0.875;0.875;0.875;0.75;1.125;1.0;0.22821773229381923;6.174258141649446
PLT;40;transport0040;GER01PLANTBEL01TERM-TRUCK-01;25/07/2025-00:00:00;27/07/2025-00:00:00;8.0;0.0;;1.375;1.25;1.25;0.75;1.375;1.375;1.0;0.875;0.75;0.75;1.075;0.2776388541492947;6.378889166805642
PLT;41;transport0041;GER01PLANTBEL01TERM-TRUCK-01;28/07/2025-00:00:00;30/07/2025-00:00:00;10.0;0.0;;1.3;0.9;1.1;1.2;0.9;1.0;1.0;1.0;1.2;0.9;1.05;0.14337208778404378;9.066279122159562
PLT;42;transport0042;GER01PLANTBEL01TERM-TRUCK-01;29/07/2025-00:00:00;31/07/2025-00:00:00;19.0;0.0;;1.105263157894737;1.0;1.0526315789473684;1.1578947368421053;1.105263157894737;1.2105263157894737;1.2105263157894737;1.1578947368421053;0.9473684210526315;1.0526315789473684;1.1;0.08754368385876948;19.0
PLT;43;transport0043;GER01PLANTBEL01TERM-TRUCK-01;30/07/2025-00:00:00;01/08/2025-00:00:00;8.0;0.0;;1.25;0.75;1.25;1.0;0.875;0.875;1.25;1.125;1.375;1.375;1.1125;0.22399466759526018;7.108042659237919
PLT;44;transport0044;GER01PLANTBEL01TERM-TRUCK-01;31/07/2025-00:00:00;02/08/2025-00:00:00;8.0;0.0;;0.875;1.125;;1.375;1.25;0.75;1.375;1.125;1.25;0.75;1.0972222222222223;0.24825781849610384;6.791715229808948
PLT;45;transport0045;GER01PLANTBEL01TERM-TRUCK-02;02/06/2025-00:00:00;04/06/2025-00:00:00;10.0;1450.0;;1.0;1.3;1.1;1.1;1.0;0.8;;1.3;1.0;1.2;1.0888888888888888;0.16158932858054428;9.272995603083444
PLT;46;transport0046;GER01PLANTBEL01TERM-TRUCK-02;03/06/2025-00:00:00;05/06/2025-00:00:00;5.0;725.0;;0.8;1.6;1.2;1.4;1.0;1.2;0.8;1.2;1.0;0.8;1.1;0.270801280154532;4.1459935992273405
PLT;47;transport0047;GER01PLANTBEL01TERM-TRUCK-02;06/06/2025-00:00:00;08/06/2025-00:00:00;8.0;1160.0;;1.375;1.25;1.125;1.125;1.25;1.375;1.375;1.375;1.0;0.75;1.2;0.20581815058714115;7.9534547953028705
PLT;48;transport0048;GER01PLANTBEL01TERM-TRUCK-02;09/06/2025-00:00:00;11/06/2025-00:00:00;10.0;1450.0;;1.2;1.3;0.8;1.0;1.1;1.3;1.1;1.1;1.2;1.0;1.1099999999999999;0.15238839267549947;9.576116073245004
PLT;49;transport0049;GER01PLANTBEL01TERM-TRUCK-02;10/06/2025-00:00:00;12/06/2025-00:00:00;5.0;725.0;;0.6;1.4;;0.6;1.4;0.8;1.4;1.6;1.6;0.8;1.1333333333333335;0.4242640687119285;3.545346323107025
PLT;50;transport0050;GER01PLANTBEL01TERM-TRUCK-02;13/06/2025-00:00:00;15/06/2025-00:00:00;8.0;1160.0;;1.0;0.75;1.375;1.0;0.875;0.75;0.75;0.875;1.25;1.25;0.9875;0.2316157018281216;6.047074385375027
PLT;51;transport0051;GER01PLANTBEL01TERM-TRUCK-02;16/06/2025-00:00:00;18/06/2025-00:00:00;10.0;1450.0;;0.8;0.8;1.2;1.1;1.1;1.2;1.3;1.2;0.8;1.1;1.06;0.18973665961010275;8.702633403898973
PLT;52;transport0052;GER01PLANTBEL01TERM-TRUCK-02;17/06/2025-00:00:00;19/06/2025-00:00:00;5.0;725.0;;0.8;0.8;0.8;1.6;1.6;1.4;1.4;;1.4;1.2;1.2222222222222223;0.338296385503074;4.419629183595742
PLT;53;transport0053;GER01PLANTBEL01TERM-TRUCK-02;20/06/2025-00:00:00;22/06/2025-00:00:00;8.0;1160.0;;1.375;1.125;;0.75;0.875;1.125;1.125;0.75;0.75;0.75;0.9583333333333334;0.23385358667337133;5.7958379732796965
PLT;54;transport0054;GER01PLANTBEL01TERM-TRUCK-02;23/06/2025-00:00:00;25/06/2025-00:00:00;10.0;1450.0;;0.9;1.1;1.0;0.8;1.1;0.9;1.0;1.0;1.0;1.3;1.0100000000000002;0.1370320319406298;8.729679680593705
PLT;55;transport0055;GER01PLANTBEL01TERM-TRUCK-02;24/06/2025-00:00:00;26/06/2025-00:00:00;5.0;725.0;;0.6;1.0;0.8;1.0;1.2;1.4;0.6;1.6;;0.8;1.0;0.34641016151377546;3.267949192431123
PLT;56;transport0056;GER01PLANTBEL01TERM-TRUCK-02;27/06/2025-00:00:00;29/06/2025-00:00:00;8.0;1160.0;;1.375;1.25;0.75;1.25;1.375;0.875;1.375;1.125;1.375;1.0;1.175;0.22973414586817037;7.562126833054638
PLT;57;transport0057;GER01PLANTBEL01TERM-TRUCK-02;30/06/2025-00:00:00;02/07/2025-00:00:00;10.0;1450.0;;0.9;1.0;1.3;1.2;;;0.8;1.1;0.9;1.2;1.05;0.17728105208558365;8.727189479144164
PLT;58;transport0058;GER01PLANTBEL01TERM-TRUCK-02;01/07/2025-00:00:00;03/07/2025-00:00:00;5.0;725.0;;0.6;1.2;0.6;1.0;1.4;1.0;1.4;1.0;1.2;1.0;1.0399999999999998;0.2796823595120404;3.801588202439797
PLT;59;transport0059;GER01PLANTBEL01TERM-TRUCK-02;04/07/2025-00:00:00;06/07/2025-00:00:00;8.0;1160.0;;0.875;1.125;1.375;1.375;0.875;1.125;1.375;1.25;1.25;1.375;1.2;0.19720265943665388;8.0
PLT;60;transport0060;GER01PLANTBEL01TERM-TRUCK-02;07/07/2025-00:00:00;09/07/2025-00:00:00;10.0;1450.0;;1.3;0.8;1.3;1.1;1.0;1.3;1.3;1.2;;1.0;1.1444444444444446;0.1810463415200036;9.63398102924441
PLT;61;transport0061;GER01PLANTBEL01TERM-TRUCK-02;08/07/2025-00:00:00;10/07/2025-00:00:00;5.0;725.0;;1.2;1.2;0.6;1.2;0.6;0.8;1.4;0.8;1.2;1.2;1.0199999999999998;0.28982753492378877;3.650862325381055
PLT;62;transport0062;GER01PLANTBEL01TERM-TRUCK-02;11/07/2025-00:00:00;13/07/2025-00:00:00;8.0;1160.0;;1.125;1.125;0.75;0.875;0.875;1.25;1.125;0.75;;1.125;1.0;0.1875;6.5
PLT;63;transport0063;GER01PLANTBEL01TERM-TRUCK-02;14/07/2025-00:00:00;16/07/2025-00:00:00;10.0;1450.0;;1.2;0.8;0.9;1.3;0.9;1.0;1.2;1.3;1.3;1.1;1.1;0.18856180831641267;9.114381916835875
PLT;64;transport0064;GER01PLANTBEL01TERM-TRUCK-02;15/07/2025-00:00:00;17/07/2025-00:00:00;5.0;725.0;;1.0;1.2;0.8;0.4;1.0;1.0;1.4;;1.6;1.4;1.088888888888889;0.3620926830400072;3.633981029244409
PLT;65;transport0065;GER01PLANTBEL01TERM-TRUCK-02;18/07/2025-00:00:00;20/07/2025-00:00:00;8.0;1160.0;;1.0;0.75;0.75;0.75;0.875;1.375;1.125;0.875;1.25;1.0;0.975;0.21889875894272828;6.048809928458174
PLT;66;transport0066;GER01PLANTBEL01TERM-TRUCK-02;21/07/2025-00:00:00;23/07/2025-00:00:00;10.0;1450.0;;1.0;1.2;1.1;0.9;1.1;1.1;0.8;1.3;1.3;1.0;1.08;0.16193277068654827;9.180672293134517
PLT;67;transport0067;GER01PLANTBEL01TERM-TRUCK-02;22/07/2025-00:00:00;24/07/2025-00:00:00;5.0;725.0;;0.6;0.8;;1.4;1.2;1.4;0.6;1.0;1.4;0.8;1.0222222222222224;0.33829638550307395;3.419629183595742
PLT;68;transport0068;GER01PLANTBEL01TERM-TRUCK-02;25/07/2025-00:00:00;27/07/2025-00:00:00;8.0;1160.0;;1.375;1.25;1.25;0.75;1.375;1.375;1.0;0.875;0.75;0.75;1.075;0.2776388541492947;6.378889166805642
PLT;69;transport0069;GER01PLANTBEL01TERM-TRUCK-02;28/07/2025-00:00:00;30/07/2025-00:00:00;10.0;1450.0;;1.3;0.9;1.1;1.2;0.9;1.0;1.0;1.0;1.2;0.9;1.05;0.14337208778404378;9.066279122159562
PLT;70;transport0070;GER01PLANTBEL01TERM-TRUCK-02;29/07/2025-00:00:00;31/07/2025-00:00:00;5.0;725.0;;1.2;0.8;1.0;1.4;1.2;1.6;1.6;1.4;0.6;1.0;1.18;0.332665998663324;4.236670006683379
PLT;71;transport0071;BEL01TERMFRA01DEAL-TRUCK-01;02/06/2025-00:00:00;04/06/2025-00:00:00;10.0;0.0;;1.0;1.3;1.1;1.1;1.0;0.8;;1.3;1.0;1.2;1.0888888888888888;0.16158932858054428;9.272995603083444
PLT;72;transport0072;BEL01TERMFRA01DEAL-TRUCK-01;03/06/2025-00:00:00;05/06/2025-00:00:00;8.0;0.0;;0.875;1.375;1.125;1.25;1.0;1.125;0.875;1.125;1.0;0.875;1.0625;0.1692508000965825;7.1459935992273405
PLT;73;transport0073;BEL01TERMFRA01DEAL-TRUCK-01;04/06/2025-00:00:00;06/06/2025-00:00:00;8.0;0.0;;1.25;0.875;1.125;1.0;1.0;1.0;0.75;0.875;1.25;0.875;1.0;0.16666666666666666;6.666666666666667
PLT;74;transport0074;BEL01TERMFRA01DEAL-TRUCK-01;05/06/2025-00:00:00;07/06/2025-00:00:00;19.0;0.0;;1.1578947368421053;1.0526315789473684;;1.105263157894737;1.105263157894737;1.1578947368421053;1.2105263157894737;;1.0;1.0;1.0986842105263157;0.07672305124796448;19.0
PLT;75;transport0075;BEL01TERMFRA01DEAL-TRUCK-01;06/06/2025-00:00:00;08/06/2025-00:00:00;8.0;0.0;;1.375;1.25;1.125;1.125;1.25;1.375;1.375;1.375;1.0;0.75;1.2;0.20581815058714115;7.9534547953028705
PLT;76;transport0076;BEL01TERMFRA01DEAL-TRUCK-01;09/06/2025-00:00:00;11/06/2025-00:00:00;10.0;0.0;;1.2;1.3;0.8;1.0;1.1;1.3;1.1;1.1;1.2;1.0;1.1099999999999999;0.15238839267549947;9.576116073245004
PLT;77;transport0077;BEL01TERMFRA01DEAL-TRUCK-01;10/06/2025-00:00:00;12/06/2025-00:00:00;8.0;0.0;;0.75;1.25;;0.75;1.25;0.875;1.25;1.375;1.375;0.875;1.0833333333333333;0.26516504294495535;6.545346323107023
PLT;78;transport0078;BEL01TERMFRA01DEAL-TRUCK-01;11/06/2025-00:00:00;13/06/2025-00:00:00;8.0;0.0;;1.25;1.125;0.875;1.375;1.125;1.0;1.375;1.375;1.375;1.0;1.1875;0.1886538570445295;7.990769143643764
PLT;79;transport0079;BEL01TERMFRA01DEAL-TRUCK-01;12/06/2025-00:00:00;14/06/2025-00:00:00;19.0;0.0;;1.0;1.0526315789473684;1.0;0.9473684210526315;1.1578947368421053;1.0526315789473684;1.1578947368421053;1.105263157894737;1.105263157894737;1.0;1.0578947368421052;0.07212212207401571;18.7296796805937
PLT;80;transport0080;BEL01TERMFRA01DEAL-TRUCK-01;13/06/2025-00:00:00;15/06/2025-00:00:00;8.0;0.0;;1.0;0.75;1.375;1.0;0.875;0.75;0.75;0.875;1.25;1.25;0.9875;0.2316157018281216;6.047074385375027
PLT;81;transport0081;BEL01TERMFRA01DEAL-TRUCK-01;16/06/2025-00:00:00;18/06/2025-00:00:00;10.0;0.0;;0.8;0.8;1.2;1.1;1.1;1.2;1.3;1.2;0.8;1.1;1.06;0.18973665961010275;8.702633403898973
PLT;82;transport0082;BEL01TERMFRA01DEAL-TRUCK-01;17/06/2025-00:00:00;19/06/2025-00:00:00;8.0;0.0;;0.875;0.875;0.875;1.375;1.375;1.25;1.25;;1.25;1.125;1.1388888888888888;0.21143524093942123;7.419629183595741
PLT;83;transport0083;BEL01TERMFRA01DEAL-TRUCK-01;18/06/2025-00:00:00;20/06/2025-00:00:00;8.0;0.0;;0.75;1.125;0.875;1.0;0.875;1.25;1.0;0.75;1.375;1.125;1.0125;0.2079162491645775;6.4366700066833795
PLT;84;transport0084;BEL01TERMFRA01DEAL-TRUCK-01;19/06/2025-00:00:00;21/06/2025-00:00:00;19.0;0.0;;1.1578947368421053;1.2105263157894737;1.2105263157894737;1.1578947368421053;1.2105263157894737;1.0;0.9473684210526315;0.8947368421052632;0.9473684210526315;1.1578947368421053;1.0894736842105264;0.12663215742188486;18.29398900898419
PLT;85;transport0085;BEL01TERMFRA01DEAL-TRUCK-01;20/06/2025-00:00:00;22/06/2025-00:00:00;8.0;0.0;;1.375;1.125;;0.75;0.875;1.125;1.125;0.75;0.75;0.75;0.9583333333333334;0.23385358667337133;5.7958379732796965
PLT;86;transport0086;BEL01TERMFRA01DEAL-TRUCK-01;23/06/2025-00:00:00;25/06/2025-00:00:00;10.0;0.0;;0.9;1.1;1.0;0.8;1.1;0.9;1.0;1.0;1.0;1.3;1.0100000000000002;0.1370320319406298;8.729679680593705
PLT;87;transport0087;BEL01TERMFRA01DEAL-TRUCK-01;24/06/2025-00:00:00;26/06/2025-00:00:00;8.0;0.0;;0.75;1.0;0.875;1.0;1.125;1.25;0.75;1.375;;0.875;1.0;0.21650635094610965;6.267949192431123
PLT;88;transport0088;BEL01TERMFRA01DEAL-TRUCK-01;25/06/2025-00:00:00;27/06/2025-00:00:00;8.0;0.0;;0.75;1.125;1.25;1.0;;1.0;1.0;1.0;0.75;0.875;0.9722222222222222;0.16271353491472199;6.476069498460002
PLT;89;transport0089;BEL01TERMFRA01DEAL-TRUCK-01;26/06/2025-00:00:00;28/06/2025-00:00:00;19.0;0.0;;1.0;1.1578947368421053;1.1578947368421053;1.2105263157894737;0.9473684210526315;1.2105263157894737;1.0;1.2105263157894737;1.2105263157894737;0.9473684210526315;1.105263157894737;0.116372799661593;18.788916806429736
PLT;90;transport0090;BEL01TERMFRA01DEAL-TRUCK-01;27/06/2025-00:00:00;29/06/2025-00:00:00;8.0;0.0;;1.375;1.25;0.75;1.25;1.375;0.875;1.375;1.125;1.375;1.0;1.175;0.22973414586817037;7.562126833054638
PLT;91;transport0091;BEL01TERMFRA01DEAL-TRUCK-01;30/06/2025-00:00:00;02/07/2025-00:00:00;10.0;0.0;;0.9;1.0;1.3;1.2;;;0.8;1.1;0.9;1.2;1.05;0.17728105208558365;8.727189479144164
PLT;92;transport0092;BEL01TERMFRA01DEAL-TRUCK-01;01/07/2025-00:00:00;03/07/2025-00:00:00;8.0;0.0;;0.75;1.125;0.75;1.0;1.25;1.0;1.25;1.0;1.125;1.0;1.025;0.17480147469502527;6.801588202439797
PLT;93;transport0093;BEL01TERMFRA01DEAL-TRUCK-01;02/07/2025-00:00:00;04/07/2025-00:00:00;8.0;0.0;;1.125;1.125;1.125;;0.75;1.25;0.875;1.25;1.0;;1.0625;0.1767766952966369;7.085786437626905
PLT;94;transport0094;BEL01TERMFRA01DEAL-TRUCK-01;03/07/2025-00:00:00;05/07/2025-00:00:00;19.0;0.0;;1.105263157894737;1.1578947368421053;1.1578947368421053;0.9473684210526315;0.9473684210526315;1.0;0.9473684210526315;0.9473684210526315;0.9473684210526315;1.0;1.0157894736842104;0.08962834929434953;17.597061363407356
PLT;95;transport0095;BEL01TERMFRA01DEAL-TRUCK-01;04/07/2025-00:00:00;06/07/2025-00:00:00;8.0;0.0;;0.875;1.125;1.375;1.375;0.875;1.125;1.375;1.25;1.25;1.375;1.2;0.19720265943665388;8.0
PLT;96;transport0096;BEL01TERMFRA01DEAL-TRUCK-01;07/07/2025-00:00:00;09/07/2025-00:00:00;10.0;0.0;;1.3;0.8;1.3;1.1;1.0;1.3;1.3;1.2;;1.0;1.1444444444444446;0.1810463415200036;9.63398102924441
PLT;97;transport0097;BEL01TERMFRA01DEAL-TRUCK-01;08/07/2025-00:00:00;10/07/2025-00:00:00;8.0;0.0;;1.125;1.125;0.75;1.125;0.75;0.875;1.25;0.875;1.125;1.125;1.0125;0.181142209327368;6.6508623253810555
PLT;98;transport0098;BEL01TERMFRA01DEAL-TRUCK-01;09/07/2025-00:00:00;11/07/2025-00:00:00;8.0;0.0;;1.125;1.25;1.0;0.875;1.0;0.875;1.375;1.25;1.25;1.25;1.125;0.1767766952966369;7.585786437626905
PLT;99;transport0099;BEL01TERMFRA01DEAL-TRUCK-01;10/07/2025-00:00:00;12/07/2025-00:00:00;19.0;0.0;;;0.9473684210526315;1.0526315789473684;0.9473684210526315;1.2105263157894737;0.9473684210526315;1.0;1.0526315789473684;1.105263157894737;1.2105263157894737;1.0526315789473686;0.10526315789473686;18.000000000000004
