#PathSegment;DayOfWeek;DepartureDate;Volume;TotalPrice
GER01PLANTGER02TERM-TRUCK-01;MONDAY;26/08/2024-00:00:00;25.0;2825.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;27/08/2024-00:00:00;20.0;1404.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;28/08/2024-00:00:00;10.0;1177.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;29/08/2024-00:00:00;7.0;724.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;30/08/2024-00:00:00;20.0;2013.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;02/09/2024-00:00:00;20.0;2165.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;03/09/2024-00:00:00;23.0;1989.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;04/09/2024-00:00:00;8.0;702.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;05/09/2024-00:00:00;10.0;1112.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;06/09/2024-00:00:00;17.0;1532.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;09/09/2024-00:00:00;24.0;2868.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;10/09/2024-00:00:00;19.0;2245.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;11/09/2024-00:00:00;11.0;893.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;12/09/2024-00:00:00;11.0;691.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;16/09/2024-00:00:00;26.0;1672.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;17/09/2024-00:00:00;22.0;1358.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;18/09/2024-00:00:00;9.0;801.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;19/09/2024-00:00:00;13.0;1538.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;20/09/2024-00:00:00;20.0;2387.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;23/09/2024-00:00:00;23.0;2439.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;24/09/2024-00:00:00;16.0;1441.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;26/09/2024-00:00:00;9.0;678.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;27/09/2024-00:00:00;21.0;1650.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;30/09/2024-00:00:00;26.0;2883.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;01/10/2024-00:00:00;23.0;1452.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;02/10/2024-00:00:00;10.0;606.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;03/10/2024-00:00:00;6.0;487.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;04/10/2024-00:00:00;17.0;1108.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;07/10/2024-00:00:00;21.0;2331.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;08/10/2024-00:00:00;23.0;1385.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;09/10/2024-00:00:00;11.0;863.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;10/10/2024-00:00:00;8.0;735.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;11/10/2024-00:00:00;19.0;2187.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;15/10/2024-00:00:00;20.0;1533.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;16/10/2024-00:00:00;12.0;1349.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;17/10/2024-00:00:00;12.0;1159.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;18/10/2024-00:00:00;24.0;2748.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;21/10/2024-00:00:00;28.0;1755.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;22/10/2024-00:00:00;17.0;1680.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;23/10/2024-00:00:00;7.0;629.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;24/10/2024-00:00:00;6.0;542.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;25/10/2024-00:00:00;16.0;1460.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;29/10/2024-00:00:00;21.0;1722.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;30/10/2024-00:00:00;13.0;1153.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;31/10/2024-00:00:00;13.0;1329.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;01/11/2024-00:00:00;21.0;1667.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;04/11/2024-00:00:00;30.0;1821.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;05/11/2024-00:00:00;19.0;1939.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;06/11/2024-00:00:00;11.0;1152.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;07/11/2024-00:00:00;11.0;1061.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;08/11/2024-00:00:00;16.0;1186.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;11/11/2024-00:00:00;24.0;2000.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;12/11/2024-00:00:00;18.0;2064.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;13/11/2024-00:00:00;9.0;630.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;14/11/2024-00:00:00;8.0;482.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;15/11/2024-00:00:00;21.0;1594.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;18/11/2024-00:00:00;20.0;2271.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;19/11/2024-00:00:00;20.0;1557.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;20/11/2024-00:00:00;10.0;857.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;21/11/2024-00:00:00;9.0;911.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;22/11/2024-00:00:00;16.0;1352.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;25/11/2024-00:00:00;29.0;2354.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;26/11/2024-00:00:00;18.0;1805.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;27/11/2024-00:00:00;7.0;731.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;28/11/2024-00:00:00;11.0;1250.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;29/11/2024-00:00:00;18.0;1706.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;02/12/2024-00:00:00;25.0;2266.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;03/12/2024-00:00:00;24.0;1889.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;04/12/2024-00:00:00;7.0;647.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;05/12/2024-00:00:00;9.0;1065.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;06/12/2024-00:00:00;19.0;1840.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;10/12/2024-00:00:00;20.0;1233.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;11/12/2024-00:00:00;11.0;1115.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;12/12/2024-00:00:00;10.0;978.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;13/12/2024-00:00:00;23.0;2509.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;16/12/2024-00:00:00;25.0;2612.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;17/12/2024-00:00:00;15.0;1468.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;18/12/2024-00:00:00;8.0;631.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;19/12/2024-00:00:00;10.0;1050.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;20/12/2024-00:00:00;19.0;1357.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;23/12/2024-00:00:00;29.0;1953.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;24/12/2024-00:00:00;16.0;1645.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;25/12/2024-00:00:00;9.0;1044.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;26/12/2024-00:00:00;11.0;865.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;01/01/2025-00:00:00;13.0;1193.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;02/01/2025-00:00:00;11.0;778.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;03/01/2025-00:00:00;22.0;1470.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;06/01/2025-00:00:00;29.0;2930.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;07/01/2025-00:00:00;22.0;1821.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;09/01/2025-00:00:00;10.0;955.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;10/01/2025-00:00:00;18.0;2096.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;13/01/2025-00:00:00;20.0;1841.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;14/01/2025-00:00:00;24.0;1748.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;15/01/2025-00:00:00;12.0;960.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;16/01/2025-00:00:00;10.0;750.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;17/01/2025-00:00:00;17.0;1770.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;20/01/2025-00:00:00;25.0;1637.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;21/01/2025-00:00:00;18.0;1366.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;23/01/2025-00:00:00;13.0;927.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;24/01/2025-00:00:00;21.0;1635.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;27/01/2025-00:00:00;26.0;2743.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;28/01/2025-00:00:00;20.0;1256.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;29/01/2025-00:00:00;7.0;456.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;30/01/2025-00:00:00;10.0;1135.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;31/01/2025-00:00:00;18.0;1657.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;03/02/2025-00:00:00;24.0;1563.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;04/02/2025-00:00:00;18.0;1654.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;06/02/2025-00:00:00;10.0;644.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;07/02/2025-00:00:00;24.0;1695.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;10/02/2025-00:00:00;26.0;2938.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;11/02/2025-00:00:00;20.0;1621.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;12/02/2025-00:00:00;7.0;834.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;13/02/2025-00:00:00;9.0;851.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;14/02/2025-00:00:00;19.0;1829.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;17/02/2025-00:00:00;22.0;1681.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;18/02/2025-00:00:00;25.0;2270.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;19/02/2025-00:00:00;7.0;817.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;20/02/2025-00:00:00;10.0;731.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;21/02/2025-00:00:00;20.0;2292.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;24/02/2025-00:00:00;21.0;1284.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;25/02/2025-00:00:00;16.0;1223.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;26/02/2025-00:00:00;9.0;901.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;27/02/2025-00:00:00;8.0;618.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;28/02/2025-00:00:00;23.0;1468.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;03/03/2025-00:00:00;25.0;1839.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;04/03/2025-00:00:00;16.0;1094.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;05/03/2025-00:00:00;11.0;1058.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;06/03/2025-00:00:00;8.0;829.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;07/03/2025-00:00:00;17.0;1330.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;10/03/2025-00:00:00;27.0;2633.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;11/03/2025-00:00:00;19.0;1181.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;12/03/2025-00:00:00;10.0;886.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;13/03/2025-00:00:00;8.0;524.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;14/03/2025-00:00:00;20.0;2053.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;17/03/2025-00:00:00;24.0;2065.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;18/03/2025-00:00:00;20.0;2183.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;19/03/2025-00:00:00;11.0;1059.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;20/03/2025-00:00:00;11.0;1104.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;21/03/2025-00:00:00;16.0;1392.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;24/03/2025-00:00:00;25.0;2017.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;25/03/2025-00:00:00;19.0;1447.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;26/03/2025-00:00:00;7.0;733.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;27/03/2025-00:00:00;8.0;579.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;28/03/2025-00:00:00;20.0;1379.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;31/03/2025-00:00:00;22.0;2535.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;01/04/2025-00:00:00;21.0;2126.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;03/04/2025-00:00:00;12.0;1380.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;07/04/2025-00:00:00;28.0;1739.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;08/04/2025-00:00:00;20.0;1434.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;09/04/2025-00:00:00;10.0;946.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;10/04/2025-00:00:00;10.0;1179.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;11/04/2025-00:00:00;19.0;1518.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;14/04/2025-00:00:00;22.0;1502.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;15/04/2025-00:00:00;17.0;1119.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;16/04/2025-00:00:00;10.0;1092.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;17/04/2025-00:00:00;12.0;1202.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;18/04/2025-00:00:00;20.0;1715.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;21/04/2025-00:00:00;22.0;1954.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;23/04/2025-00:00:00;12.0;1317.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;24/04/2025-00:00:00;10.0;924.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;25/04/2025-00:00:00;21.0;1996.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;28/04/2025-00:00:00;28.0;2684.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;29/04/2025-00:00:00;21.0;1732.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;30/04/2025-00:00:00;8.0;481.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;01/05/2025-00:00:00;7.0;710.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;02/05/2025-00:00:00;17.0;1748.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;05/05/2025-00:00:00;21.0;1347.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;06/05/2025-00:00:00;24.0;2165.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;07/05/2025-00:00:00;13.0;1319.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;08/05/2025-00:00:00;8.0;864.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;09/05/2025-00:00:00;16.0;1653.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;12/05/2025-00:00:00;23.0;1851.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;13/05/2025-00:00:00;18.0;1149.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;14/05/2025-00:00:00;9.0;729.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;15/05/2025-00:00:00;8.0;730.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;16/05/2025-00:00:00;25.0;2934.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;19/05/2025-00:00:00;23.0;2336.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;20/05/2025-00:00:00;16.0;1077.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;21/05/2025-00:00:00;7.0;632.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;22/05/2025-00:00:00;7.0;799.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;23/05/2025-00:00:00;24.0;1681.0
GER01PLANTGER02TERM-TRUCK-01;MONDAY;26/05/2025-00:00:00;28.0;2267.0
GER01PLANTGER02TERM-TRUCK-01;TUESDAY;27/05/2025-00:00:00;18.0;1831.0
GER01PLANTGER02TERM-TRUCK-01;WEDNESDAY;28/05/2025-00:00:00;8.0;496.0
GER01PLANTGER02TERM-TRUCK-01;THURSDAY;29/05/2025-00:00:00;7.0;529.0
GER01PLANTGER02TERM-TRUCK-01;FRIDAY;30/05/2025-00:00:00;16.0;1406.0
GER01PLANTGER02TERM-TRAIN-01;TUESDAY;04/06/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;THURSDAY;06/06/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;WEDNESDAY;12/06/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;THURSDAY;13/06/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;TUESDAY;18/06/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;THURSDAY;20/06/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;TUESDAY;25/06/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;THURSDAY;27/06/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;WEDNESDAY;03/07/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;THURSDAY;04/07/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;WEDNESDAY;10/07/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;THURSDAY;11/07/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;TUESDAY;16/07/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;FRIDAY;19/07/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;TUESDAY;23/07/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;THURSDAY;25/07/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;TUESDAY;30/07/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;THURSDAY;01/08/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;WEDNESDAY;07/08/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;THURSDAY;08/08/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;TUESDAY;13/08/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;THURSDAY;15/08/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;TUESDAY;20/08/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;THURSDAY;22/08/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;WEDNESDAY;28/08/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;THURSDAY;29/08/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;TUESDAY;03/09/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;FRIDAY;06/09/2024-00:00:00;14.0;0.0
GER01PLANTGER02TERM-TRAIN-01;WEDNESDAY;11/09/2024-00:00:00;14.0;0.0
