#LOC-Keyword;ID(long);Code;Longitude;Latitude;
LOC;0;GBR01PLANT;-0.77099895;53.405533;
LOC;1;GER01PLANT;9.905773;53.315582;
LOC;2;TUR01PLANT;27.41597;38.6189;
LOC;3;TUR02TERM;28.838589;40.37413;
LOC;4;CRO01TERM;13.832971;44.89579;
LOC;5;BEL01TERM;2.909639;51.22538;
LOC;6;POL01TERM;18.552721;54.546494;
LOC;7;GBR02TERM;0.3352597;53.1428;
LOC;8;GER02TERM;8.377848;48.222603;
LOC;9;CZE01DEAL;18.24013;49.839558;
LOC;10;AUT01DEAL;13.766674;48.34535;
LOC;11;ITA01DEAL;10.99413;45.440403;
LOC;12;FRA01DEAL;4.955863;48.492405;
LOC;13;POL02DEAL;16.158897;51.201736;
LOC;14;CHE01DEAL;6.647736;46.549484;
LOC;15;SVK01DEAL;21.092163;49.10815;
LOC;16;ROU01DEAL;23.672081;45.17503;
LOC;17;GER03DEAL;7.1161695;51.275375;
LOC;18;GRC01DEAL;22.731499;40.625214;
LOC;19;SVN01DEAL;13.932038;45.502453;
LOC;20;TUR03DEAL;29.633957;36.486366;
LOC;21;GBR03DEAL;-2.7457166;50.80445;
#STE-Keyword;ID(long);Code;Alias;Type;LocationCode;VehicleCapacity;Operator;City;Country;
STE;1;GBR01PLANT;GBR01PLANT-PLANT;PLANT;GBR01PLANT;500;Autoplant;Gainsborough;United Kingdom;
STE;2;GER01PLANT;GER01PLANT-PLANT;PLANT;GER01PLANT;99999;Autoplant;Buchholz;Germany;
STE;3;TUR01PLANT;TUR01PLANT-PLANT;PLANT;TUR01PLANT;500;Autoplant;Manisa;Turkey;
STE;4;TUR02TERM;TUR02TERM-COMPOUND;HUB;TUR02TERM;500;Automove;Mundaya;Turkey;
STE;5;CRO01TERM;CRO01TERM-COMPOUND;HUB;CRO01TERM;500;Automove;Pula;Croatia;
STE;6;BEL01TERM;BEL01TERM-COMPOUND;HUB;BEL01TERM;500;Automove;Ostende;Belgium;
STE;7;POL01TERM;POL01TERM-COMPOUND;HUB;POL01TERM;500;Automove;Gdynia;Poland;
STE;8;GBR02TERM;GBR02TERM-COMPOUND;HUB;GBR02TERM;500;Automove;Skegness;United Kingdom;
STE;9;GER02TERM;GER02TERM-COMPOUND;HUB;GER02TERM;99999;Automove;Schramberg;Germany;
STE;10;CZE01DEAL;CZE01DEAL-DEALER_ZONE;DEALER_ZONE;CZE01DEAL;500;Autoshow;Ostrava;Czech Republic;
STE;11;AUT01DEAL;AUT01DEAL-DEALER_ZONE;DEALER_ZONE;AUT01DEAL;500;Autoshow;Peuerbach;Austria;
STE;12;ITA01DEAL;ITA01DEAL-DEALER_ZONE;DEALER_ZONE;ITA01DEAL;500;Autoshow;Verona;Italy;
STE;13;FRA01DEAL;FRA01DEAL-DEALER_ZONE;DEALER_ZONE;FRA01DEAL;500;Autoshow;Wassy;France;
STE;14;POL02DEAL;POL02DEAL-DEALER_ZONE;DEALER_ZONE;POL02DEAL;500;Autoshow;Legnica;Poland;
STE;15;CHE01DEAL;CHE01DEAL-DEALER_ZONE;DEALER_ZONE;CHE01DEAL;500;Autoshow;Lausanne;Switzerland;
STE;16;SVK01DEAL;SVK01DEAL-DEALER_ZONE;DEALER_ZONE;SVK01DEAL;500;Autoshow;Sabinov;Slovakia;
STE;17;ROU01DEAL;ROU01DEAL-DEALER_ZONE;DEALER_ZONE;ROU01DEAL;500;Autoshow;Novaci;Romania;
STE;18;GER03DEAL;GER03DEAL-DEALER_ZONE;DEALER_ZONE;GER03DEAL;500;Autoshow;Wuppertal;Germany;
STE;19;GRC01DEAL;GRC01DEAL-DEALER_ZONE;DEALER_ZONE;GRC01DEAL;500;Autoshow;Pigros;Greece;
STE;20;SVN01DEAL;SVN01DEAL-DEALER_ZONE;DEALER_ZONE;SVN01DEAL;500;Autoshow;Zazid;Slovenia;
STE;21;TUR03DEAL;TUR03DEAL-DEALER_ZONE;DEALER_ZONE;TUR03DEAL;500;Autoshow;Kabaseki;Turkey;
STE;22;GBR03DEAL;GBR03DEAL-DEALER_ZONE;DEALER_ZONE;GBR03DEAL;500;Autoshow;Beaminster;United Kingdom;
#MOD-Keyword;ID(long);Code;ModelAlias;Make;LengthMM;WidthMM;HeightMM;WeightKG;CapDemand:TRUCK;CapDemand:TRAIN;CapDemand:VESSEL;CapDemand:SHUNTING;CapDemand:SELF_PROPELLED;CapDemand:UNKNOWN;
MOD;2;Standard;STAN;Generic;4000;1786;1400;1500;1.0;1.0;1.0;1.0;1.0;1.0;
#SEG-Keyword;ID(long);Code;OriginCode;DestinationCode;TransportMode;DefaultLeadTimeHours;
SEG;43;GER02TERMAUT01DEAL-TRUCK-01;GER02TERM;AUT01DEAL;TRUCK;48.0;
SEG;44;GER02TERMITA01DEAL-TRUCK-01;GER02TERM;ITA01DEAL;TRUCK;48.0;
SEG;45;GER02TERMCHE01DEAL-TRUCK-01;GER02TERM;CHE01DEAL;TRUCK;48.0;
SEG;46;GER02TERMFRA01DEAL-TRUCK-01;GER02TERM;FRA01DEAL;TRUCK;48.0;
SEG;47;GER02TERMGER03DEAL-TRUCK-01;GER02TERM;GER03DEAL;TRUCK;48.0;
SEG;48;BEL01TERMGER03DEAL-TRUCK-01;BEL01TERM;GER03DEAL;TRUCK;24.0;
SEG;49;BEL01TERMFRA01DEAL-TRUCK-01;BEL01TERM;FRA01DEAL;TRUCK;24.0;
SEG;50;BEL01TERMCHE01DEAL-TRUCK-01;BEL01TERM;CHE01DEAL;TRUCK;48.0;
SEG;51;BEL01TERMITA01DEAL-TRUCK-01;BEL01TERM;ITA01DEAL;TRUCK;24.0;
SEG;52;GBR02TERMGBR03DEAL-TRUCK-01;GBR02TERM;GBR03DEAL;TRUCK;48.0;
#PTH-Keyword;ID(long);PathCode;PathOriginCode;PathDestinationCode;
#PTHSG-Keyword;PathID(long);PathCode;SegmentSequenceNumber;SegmentCode;SegmentOriginCode;SegmentDestinationCode;
PTH;0;GBR01PLANT->SVK01DEAL-1;GBR01PLANT;SVK01DEAL;
PTHSG;0;GBR01PLANT->SVK01DEAL-1;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;0;GBR01PLANT->SVK01DEAL-1;20;GBR02TERMPOL01TERM-VESSEL-01;GBR02TERM;POL01TERM;
PTHSG;0;GBR01PLANT->SVK01DEAL-1;30;POL01TERMTUR02TERM-VESSEL-01;POL01TERM;TUR02TERM;
PTHSG;0;GBR01PLANT->SVK01DEAL-1;40;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;0;GBR01PLANT->SVK01DEAL-1;50;BEL01TERMGER02TERM-TRUCK-01;BEL01TERM;GER02TERM;
PTHSG;0;GBR01PLANT->SVK01DEAL-1;60;GER02TERMCRO01TERM-TRUCK-01;GER02TERM;CRO01TERM;
PTHSG;0;GBR01PLANT->SVK01DEAL-1;70;CRO01TERMSVK01DEAL-TRUCK-01;CRO01TERM;SVK01DEAL;
PTH;1;GBR01PLANT->SVN01DEAL-2;GBR01PLANT;SVN01DEAL;
PTHSG;1;GBR01PLANT->SVN01DEAL-2;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;1;GBR01PLANT->SVN01DEAL-2;20;GBR02TERMPOL01TERM-VESSEL-01;GBR02TERM;POL01TERM;
PTHSG;1;GBR01PLANT->SVN01DEAL-2;30;POL01TERMTUR02TERM-VESSEL-01;POL01TERM;TUR02TERM;
PTHSG;1;GBR01PLANT->SVN01DEAL-2;40;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;1;GBR01PLANT->SVN01DEAL-2;50;BEL01TERMGER02TERM-TRUCK-01;BEL01TERM;GER02TERM;
PTHSG;1;GBR01PLANT->SVN01DEAL-2;60;GER02TERMCRO01TERM-TRUCK-01;GER02TERM;CRO01TERM;
PTHSG;1;GBR01PLANT->SVN01DEAL-2;70;CRO01TERMSVN01DEAL-TRUCK-01;CRO01TERM;SVN01DEAL;
PTH;2;GBR01PLANT->GRC01DEAL-3;GBR01PLANT;GRC01DEAL;
PTHSG;2;GBR01PLANT->GRC01DEAL-3;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;2;GBR01PLANT->GRC01DEAL-3;20;GBR02TERMPOL01TERM-VESSEL-01;GBR02TERM;POL01TERM;
PTHSG;2;GBR01PLANT->GRC01DEAL-3;30;POL01TERMTUR02TERM-VESSEL-01;POL01TERM;TUR02TERM;
PTHSG;2;GBR01PLANT->GRC01DEAL-3;40;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;2;GBR01PLANT->GRC01DEAL-3;50;BEL01TERMGER02TERM-TRUCK-01;BEL01TERM;GER02TERM;
PTHSG;2;GBR01PLANT->GRC01DEAL-3;60;GER02TERMCRO01TERM-TRUCK-01;GER02TERM;CRO01TERM;
PTHSG;2;GBR01PLANT->GRC01DEAL-3;70;CRO01TERMGRC01DEAL-TRUCK-01;CRO01TERM;GRC01DEAL;
PTH;3;GBR01PLANT->ITA01DEAL-4;GBR01PLANT;ITA01DEAL;
PTHSG;3;GBR01PLANT->ITA01DEAL-4;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;3;GBR01PLANT->ITA01DEAL-4;20;GBR02TERMPOL01TERM-VESSEL-01;GBR02TERM;POL01TERM;
PTHSG;3;GBR01PLANT->ITA01DEAL-4;30;POL01TERMTUR02TERM-VESSEL-01;POL01TERM;TUR02TERM;
PTHSG;3;GBR01PLANT->ITA01DEAL-4;40;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;3;GBR01PLANT->ITA01DEAL-4;50;BEL01TERMGER02TERM-TRUCK-01;BEL01TERM;GER02TERM;
PTHSG;3;GBR01PLANT->ITA01DEAL-4;60;GER02TERMCRO01TERM-TRUCK-01;GER02TERM;CRO01TERM;
PTHSG;3;GBR01PLANT->ITA01DEAL-4;70;CRO01TERMITA01DEAL-TRUCK-01;CRO01TERM;ITA01DEAL;
PTH;4;GBR01PLANT->AUT01DEAL-5;GBR01PLANT;AUT01DEAL;
PTHSG;4;GBR01PLANT->AUT01DEAL-5;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;4;GBR01PLANT->AUT01DEAL-5;20;GBR02TERMPOL01TERM-VESSEL-01;GBR02TERM;POL01TERM;
PTHSG;4;GBR01PLANT->AUT01DEAL-5;30;POL01TERMTUR02TERM-VESSEL-01;POL01TERM;TUR02TERM;
PTHSG;4;GBR01PLANT->AUT01DEAL-5;40;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;4;GBR01PLANT->AUT01DEAL-5;50;BEL01TERMGER02TERM-TRUCK-01;BEL01TERM;GER02TERM;
PTHSG;4;GBR01PLANT->AUT01DEAL-5;60;GER02TERMCRO01TERM-TRUCK-01;GER02TERM;CRO01TERM;
PTHSG;4;GBR01PLANT->AUT01DEAL-5;70;CRO01TERMAUT01DEAL-TRUCK-01;CRO01TERM;AUT01DEAL;
PTH;5;GBR01PLANT->SVK01DEAL-6;GBR01PLANT;SVK01DEAL;
PTHSG;5;GBR01PLANT->SVK01DEAL-6;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;5;GBR01PLANT->SVK01DEAL-6;20;GBR02TERMPOL01TERM-VESSEL-01;GBR02TERM;POL01TERM;
PTHSG;5;GBR01PLANT->SVK01DEAL-6;30;POL01TERMTUR02TERM-VESSEL-01;POL01TERM;TUR02TERM;
PTHSG;5;GBR01PLANT->SVK01DEAL-6;40;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;5;GBR01PLANT->SVK01DEAL-6;50;BEL01TERMGER02TERM-TRUCK-01;BEL01TERM;GER02TERM;
PTHSG;5;GBR01PLANT->SVK01DEAL-6;60;GER02TERMCRO01TERM-TRAIN-01;GER02TERM;CRO01TERM;
PTHSG;5;GBR01PLANT->SVK01DEAL-6;70;CRO01TERMSVK01DEAL-TRUCK-01;CRO01TERM;SVK01DEAL;
PTH;6;GBR01PLANT->SVN01DEAL-7;GBR01PLANT;SVN01DEAL;
PTHSG;6;GBR01PLANT->SVN01DEAL-7;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;6;GBR01PLANT->SVN01DEAL-7;20;GBR02TERMPOL01TERM-VESSEL-01;GBR02TERM;POL01TERM;
PTHSG;6;GBR01PLANT->SVN01DEAL-7;30;POL01TERMTUR02TERM-VESSEL-01;POL01TERM;TUR02TERM;
PTHSG;6;GBR01PLANT->SVN01DEAL-7;40;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;6;GBR01PLANT->SVN01DEAL-7;50;BEL01TERMGER02TERM-TRUCK-01;BEL01TERM;GER02TERM;
PTHSG;6;GBR01PLANT->SVN01DEAL-7;60;GER02TERMCRO01TERM-TRAIN-01;GER02TERM;CRO01TERM;
PTHSG;6;GBR01PLANT->SVN01DEAL-7;70;CRO01TERMSVN01DEAL-TRUCK-01;CRO01TERM;SVN01DEAL;
PTH;7;GBR01PLANT->GRC01DEAL-8;GBR01PLANT;GRC01DEAL;
PTHSG;7;GBR01PLANT->GRC01DEAL-8;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;7;GBR01PLANT->GRC01DEAL-8;20;GBR02TERMPOL01TERM-VESSEL-01;GBR02TERM;POL01TERM;
PTHSG;7;GBR01PLANT->GRC01DEAL-8;30;POL01TERMTUR02TERM-VESSEL-01;POL01TERM;TUR02TERM;
PTHSG;7;GBR01PLANT->GRC01DEAL-8;40;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;7;GBR01PLANT->GRC01DEAL-8;50;BEL01TERMGER02TERM-TRUCK-01;BEL01TERM;GER02TERM;
PTHSG;7;GBR01PLANT->GRC01DEAL-8;60;GER02TERMCRO01TERM-TRAIN-01;GER02TERM;CRO01TERM;
PTHSG;7;GBR01PLANT->GRC01DEAL-8;70;CRO01TERMGRC01DEAL-TRUCK-01;CRO01TERM;GRC01DEAL;
PTH;8;GBR01PLANT->ITA01DEAL-9;GBR01PLANT;ITA01DEAL;
PTHSG;8;GBR01PLANT->ITA01DEAL-9;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;8;GBR01PLANT->ITA01DEAL-9;20;GBR02TERMPOL01TERM-VESSEL-01;GBR02TERM;POL01TERM;
PTHSG;8;GBR01PLANT->ITA01DEAL-9;30;POL01TERMTUR02TERM-VESSEL-01;POL01TERM;TUR02TERM;
PTHSG;8;GBR01PLANT->ITA01DEAL-9;40;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;8;GBR01PLANT->ITA01DEAL-9;50;BEL01TERMGER02TERM-TRUCK-01;BEL01TERM;GER02TERM;
PTHSG;8;GBR01PLANT->ITA01DEAL-9;60;GER02TERMCRO01TERM-TRAIN-01;GER02TERM;CRO01TERM;
PTHSG;8;GBR01PLANT->ITA01DEAL-9;70;CRO01TERMITA01DEAL-TRUCK-01;CRO01TERM;ITA01DEAL;
PTH;9;GBR01PLANT->AUT01DEAL-10;GBR01PLANT;AUT01DEAL;
PTHSG;9;GBR01PLANT->AUT01DEAL-10;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;9;GBR01PLANT->AUT01DEAL-10;20;GBR02TERMPOL01TERM-VESSEL-01;GBR02TERM;POL01TERM;
PTHSG;9;GBR01PLANT->AUT01DEAL-10;30;POL01TERMTUR02TERM-VESSEL-01;POL01TERM;TUR02TERM;
PTHSG;9;GBR01PLANT->AUT01DEAL-10;40;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;9;GBR01PLANT->AUT01DEAL-10;50;BEL01TERMGER02TERM-TRUCK-01;BEL01TERM;GER02TERM;
PTHSG;9;GBR01PLANT->AUT01DEAL-10;60;GER02TERMCRO01TERM-TRAIN-01;GER02TERM;CRO01TERM;
PTHSG;9;GBR01PLANT->AUT01DEAL-10;70;CRO01TERMAUT01DEAL-TRUCK-01;CRO01TERM;AUT01DEAL;
PTH;10;GBR01PLANT->CZE01DEAL-11;GBR01PLANT;CZE01DEAL;
PTHSG;10;GBR01PLANT->CZE01DEAL-11;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;10;GBR01PLANT->CZE01DEAL-11;20;GBR02TERMPOL01TERM-VESSEL-01;GBR02TERM;POL01TERM;
PTHSG;10;GBR01PLANT->CZE01DEAL-11;30;POL01TERMTUR02TERM-VESSEL-01;POL01TERM;TUR02TERM;
PTHSG;10;GBR01PLANT->CZE01DEAL-11;40;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;10;GBR01PLANT->CZE01DEAL-11;50;BEL01TERMGER02TERM-TRUCK-01;BEL01TERM;GER02TERM;
PTHSG;10;GBR01PLANT->CZE01DEAL-11;60;GER02TERMCZE01DEAL-TRUCK-01;GER02TERM;CZE01DEAL;
PTH;11;GBR01PLANT->AUT01DEAL-12;GBR01PLANT;AUT01DEAL;
PTHSG;11;GBR01PLANT->AUT01DEAL-12;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;11;GBR01PLANT->AUT01DEAL-12;20;GBR02TERMPOL01TERM-VESSEL-01;GBR02TERM;POL01TERM;
PTHSG;11;GBR01PLANT->AUT01DEAL-12;30;POL01TERMTUR02TERM-VESSEL-01;POL01TERM;TUR02TERM;
PTHSG;11;GBR01PLANT->AUT01DEAL-12;40;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;11;GBR01PLANT->AUT01DEAL-12;50;BEL01TERMGER02TERM-TRUCK-01;BEL01TERM;GER02TERM;
PTHSG;11;GBR01PLANT->AUT01DEAL-12;60;GER02TERMAUT01DEAL-TRUCK-01;GER02TERM;AUT01DEAL;
PTH;12;GBR01PLANT->AUT01DEAL-13;GBR01PLANT;AUT01DEAL;
PTHSG;12;GBR01PLANT->AUT01DEAL-13;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
