#PathSegment;DayOfWeek;DepartureDate;Volume;TotalPrice
GER01PLANTGER02TERM-TRAIN-01;THURSDAY;20/03/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;MONDAY;24/03/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;TUESDAY;25/03/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;THURSDAY;27/03/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;MONDAY;31/03/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;TUESDAY;01/04/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;FRIDAY;04/04/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;MONDAY;07/04/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;TUESDAY;08/04/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;FRIDAY;11/04/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;MONDAY;14/04/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;WEDNESDAY;16/04/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;THURSDAY;17/04/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;MONDAY;21/04/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;WEDNESDAY;23/04/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;THURSDAY;24/04/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;MONDAY;28/04/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;TUESDAY;29/04/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;THURSDAY;01/05/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;MONDAY;05/05/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;TUESDAY;06/05/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;THURSDAY;08/05/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;MONDAY;12/05/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;TUESDAY;13/05/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;FRIDAY;16/05/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;MONDAY;19/05/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;WEDNESDAY;21/05/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;THURSDAY;22/05/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;MONDAY;26/05/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;TUESDAY;27/05/2025-00:00:00;21.0;0.0
GER01PLANTGER02TERM-TRAIN-01;THURSDAY;29/05/2025-00:00:00;21.0;0.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;03/06/2024-00:00:00;18.0;3067.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;04/06/2024-00:00:00;23.0;2679.0
GER01PLANTBEL01TERM-TRUCK-01;WEDNESDAY;05/06/2024-00:00:00;28.0;4483.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;10/06/2024-00:00:00;23.0;3463.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;11/06/2024-00:00:00;21.0;3270.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;13/06/2024-00:00:00;23.0;2913.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;14/06/2024-00:00:00;25.0;3309.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;17/06/2024-00:00:00;17.0;3372.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;18/06/2024-00:00:00;16.0;2987.0
GER01PLANTBEL01TERM-TRUCK-01;WEDNESDAY;19/06/2024-00:00:00;19.0;3677.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;20/06/2024-00:00:00;14.0;1683.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;21/06/2024-00:00:00;14.0;1459.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;24/06/2024-00:00:00;15.0;1592.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;25/06/2024-00:00:00;16.0;1481.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;27/06/2024-00:00:00;25.0;3754.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;28/06/2024-00:00:00;25.0;4902.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;01/07/2024-00:00:00;16.0;1624.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;02/07/2024-00:00:00;16.0;2540.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;05/07/2024-00:00:00;24.0;3245.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;09/07/2024-00:00:00;22.0;3859.0
GER01PLANTBEL01TERM-TRUCK-01;WEDNESDAY;10/07/2024-00:00:00;31.0;6168.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;12/07/2024-00:00:00;22.0;3159.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;16/07/2024-00:00:00;25.0;4302.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;18/07/2024-00:00:00;27.0;4607.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;22/07/2024-00:00:00;26.0;4677.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;23/07/2024-00:00:00;17.0;3099.0
GER01PLANTBEL01TERM-TRUCK-01;WEDNESDAY;24/07/2024-00:00:00;31.0;4586.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;25/07/2024-00:00:00;16.0;3023.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;26/07/2024-00:00:00;14.0;1466.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;30/07/2024-00:00:00;16.0;1586.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;01/08/2024-00:00:00;23.0;4546.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;02/08/2024-00:00:00;26.0;4406.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;05/08/2024-00:00:00;27.0;4554.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;06/08/2024-00:00:00;17.0;1798.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;08/08/2024-00:00:00;16.0;2255.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;09/08/2024-00:00:00;17.0;1538.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;12/08/2024-00:00:00;17.0;1664.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;13/08/2024-00:00:00;25.0;3208.0
GER01PLANTBEL01TERM-TRUCK-01;WEDNESDAY;14/08/2024-00:00:00;30.0;3818.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;15/08/2024-00:00:00;16.0;2952.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;16/08/2024-00:00:00;17.0;3347.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;19/08/2024-00:00:00;17.0;3149.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;20/08/2024-00:00:00;17.0;2676.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;23/08/2024-00:00:00;26.0;2852.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;26/08/2024-00:00:00;26.0;2962.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;27/08/2024-00:00:00;26.0;4784.0
GER01PLANTBEL01TERM-TRUCK-01;WEDNESDAY;28/08/2024-00:00:00;21.0;1912.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;29/08/2024-00:00:00;16.0;2658.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;30/08/2024-00:00:00;17.0;2972.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;02/09/2024-00:00:00;14.0;2358.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;03/09/2024-00:00:00;16.0;1812.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;06/09/2024-00:00:00;26.0;4580.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;09/09/2024-00:00:00;24.0;4656.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;10/09/2024-00:00:00;22.0;2014.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;12/09/2024-00:00:00;24.0;3201.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;13/09/2024-00:00:00;18.0;3311.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;16/09/2024-00:00:00;14.0;2471.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;17/09/2024-00:00:00;18.0;3587.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;19/09/2024-00:00:00;21.0;3930.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;20/09/2024-00:00:00;22.0;2392.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;24/09/2024-00:00:00;22.0;4308.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;26/09/2024-00:00:00;25.0;4242.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;27/09/2024-00:00:00;21.0;3455.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;30/09/2024-00:00:00;25.0;4462.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;01/10/2024-00:00:00;15.0;2078.0
GER01PLANTBEL01TERM-TRUCK-01;WEDNESDAY;02/10/2024-00:00:00;21.0;2957.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;03/10/2024-00:00:00;15.0;2757.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;04/10/2024-00:00:00;17.0;2468.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;07/10/2024-00:00:00;18.0;3584.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;08/10/2024-00:00:00;16.0;3146.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;10/10/2024-00:00:00;25.0;3221.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;11/10/2024-00:00:00;26.0;2475.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;14/10/2024-00:00:00;16.0;1566.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;15/10/2024-00:00:00;15.0;1398.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;17/10/2024-00:00:00;18.0;2578.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;18/10/2024-00:00:00;21.0;4135.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;21/10/2024-00:00:00;26.0;5169.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;22/10/2024-00:00:00;15.0;2616.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;24/10/2024-00:00:00;18.0;2613.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;25/10/2024-00:00:00;14.0;1654.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;28/10/2024-00:00:00;26.0;3224.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;31/10/2024-00:00:00;26.0;4766.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;01/11/2024-00:00:00;25.0;2393.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;04/11/2024-00:00:00;14.0;1276.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;05/11/2024-00:00:00;26.0;3352.0
GER01PLANTBEL01TERM-TRUCK-01;WEDNESDAY;06/11/2024-00:00:00;19.0;1891.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;08/11/2024-00:00:00;14.0;2569.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;11/11/2024-00:00:00;27.0;2441.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;12/11/2024-00:00:00;17.0;2106.0
GER01PLANTBEL01TERM-TRUCK-01;WEDNESDAY;13/11/2024-00:00:00;18.0;2673.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;14/11/2024-00:00:00;26.0;4968.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;15/11/2024-00:00:00;17.0;2048.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;18/11/2024-00:00:00;16.0;2979.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;19/11/2024-00:00:00;14.0;2199.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;22/11/2024-00:00:00;21.0;3989.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;25/11/2024-00:00:00;25.0;2372.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;26/11/2024-00:00:00;24.0;3867.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;28/11/2024-00:00:00;22.0;3182.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;29/11/2024-00:00:00;16.0;2332.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;02/12/2024-00:00:00;17.0;2504.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;03/12/2024-00:00:00;15.0;1954.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;05/12/2024-00:00:00;27.0;3849.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;06/12/2024-00:00:00;25.0;4186.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;09/12/2024-00:00:00;17.0;2134.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;10/12/2024-00:00:00;17.0;1552.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;13/12/2024-00:00:00;25.0;4178.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;17/12/2024-00:00:00;22.0;3784.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;20/12/2024-00:00:00;24.0;3763.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;23/12/2024-00:00:00;27.0;3128.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;27/12/2024-00:00:00;22.0;2921.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;30/12/2024-00:00:00;24.0;4566.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;31/12/2024-00:00:00;26.0;2819.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;02/01/2025-00:00:00;27.0;2442.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;03/01/2025-00:00:00;15.0;1787.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;06/01/2025-00:00:00;18.0;3388.0
GER01PLANTBEL01TERM-TRUCK-01;WEDNESDAY;08/01/2025-00:00:00;33.0;4050.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;09/01/2025-00:00:00;15.0;2058.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;10/01/2025-00:00:00;15.0;2484.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;13/01/2025-00:00:00;17.0;2294.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;14/01/2025-00:00:00;16.0;2061.0
GER01PLANTBEL01TERM-TRUCK-01;WEDNESDAY;15/01/2025-00:00:00;21.0;3442.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;16/01/2025-00:00:00;16.0;2743.0
GER01PLANTBEL01TERM-TRUCK-01;FRIDAY;17/01/2025-00:00:00;15.0;2826.0
GER01PLANTBEL01TERM-TRUCK-01;MONDAY;20/01/2025-00:00:00;17.0;2615.0
GER01PLANTBEL01TERM-TRUCK-01;TUESDAY;21/01/2025-00:00:00;15.0;2193.0
GER01PLANTBEL01TERM-TRUCK-01;THURSDAY;23/01/2025-00:00:00;25.0;3108.0
